Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom¨¦ and Pr¨ªncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
1965M10,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.02,...,...,1.71,...,50.00,50.00,1.43,245.16,0.86,4.76,0.00,...,0.71,0.00,3.06,0.00,245.16,87.50,28.75,35.00,245.16,1.08,0.71,245.16,245.16,0.00,5.71,...,2.46,13.50,245.15,0.00,245.16,6.63,245.16,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.16,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.16,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.16,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.95,...,0.36,...,240.00,...,3.07,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.16,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.71,0.89,7.62,3.62,1.89,0.72,0.00,245.16,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.91,0.00,28.75,...,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.16,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.16,0.89,1.71,0.52,0.00,...,0.90,0.07,...,...,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.15,1.71,245.15
1965M11,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.02,...,...,1.71,...,50.00,50.00,1.43,245.04,0.86,4.76,0.00,...,0.71,0.00,3.06,0.00,245.04,87.50,28.75,35.00,245.04,1.07,0.71,245.04,245.04,0.00,5.71,...,2.46,13.50,245.04,0.00,245.04,6.63,245.04,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.04,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.04,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.04,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.78,...,0.36,...,240.00,...,3.07,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.04,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.71,0.89,7.62,3.62,1.89,0.72,0.00,245.04,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.91,0.00,28.75,...,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.04,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.04,0.89,1.71,0.52,0.00,...,0.90,0.07,...,...,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.04,1.71,245.04
1965M12,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.02,...,...,1.71,...,50.00,50.00,1.43,245.06,0.86,4.76,0.00,...,0.71,0.00,3.06,0.00,245.06,87.50,28.75,35.00,245.06,1.08,0.71,245.06,245.06,0.00,5.71,...,2.46,13.50,245.06,0.00,245.06,6.63,245.06,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.06,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.06,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.06,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.78,...,0.36,...,240.00,...,3.07,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.06,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.71,0.89,7.62,3.62,1.89,0.72,0.00,245.06,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,...,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.06,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.06,0.89,1.71,0.52,0.00,...,0.90,0.07,...,...,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.06,1.71,245.06
1966,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.68,0.86,6.36,0.00,...,0.72,0.00,3.06,0.00,245.68,87.50,28.75,35.00,245.68,1.08,0.71,245.68,245.68,0.00,5.71,...,2.46,13.50,245.68,0.00,245.68,6.63,245.68,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.68,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.68,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.68,1.71,5.00,2.00,...,0.43,6.36,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.34,...,0.36,...,240.00,...,3.13,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.68,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.68,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,87.50,4.94,0.72,...,0.03,4.50,245.68,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.68,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.68,1.72,245.68
1966Q1,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.07,0.86,4.76,0.00,...,0.72,0.00,3.06,0.00,245.07,87.50,28.75,35.00,245.07,1.08,0.71,245.07,245.07,0.00,5.71,...,2.46,13.50,245.07,0.00,245.07,6.63,245.07,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.07,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.07,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.07,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.73,...,0.36,...,240.00,...,3.09,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.07,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.07,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.07,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.07,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.07,1.71,245.07
1966M01,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.10,0.86,4.76,0.00,...,0.71,0.00,3.06,0.00,245.10,87.50,28.75,35.00,245.10,1.07,0.71,245.10,245.10,0.00,5.71,...,2.46,13.50,245.09,0.00,245.10,6.63,245.10,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.10,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.10,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.10,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.76,...,0.36,...,240.00,...,3.08,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.10,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.71,0.89,7.62,3.62,1.89,0.72,0.00,245.10,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.10,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.10,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.09,1.71,245.09
1966M02,38.69,...,4.94,0.00,1.71,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.07,0.86,4.76,0.00,...,0.71,0.00,3.06,0.00,245.07,87.50,28.75,35.00,245.07,1.08,0.71,245.07,245.07,0.00,5.71,...,2.46,13.50,245.07,0.00,245.07,6.63,245.07,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.07,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.07,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.07,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.68,...,0.36,...,240.00,...,3.09,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.07,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.71,5.06,0.03,4.76,0.71,0.89,7.62,3.62,1.89,0.72,0.00,245.07,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.07,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.07,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.07,1.71,245.07
1966M03,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.05,0.86,4.76,0.00,...,0.72,0.00,3.06,0.00,245.05,87.50,28.75,35.00,245.05,1.08,0.71,245.05,245.05,0.00,5.71,...,2.46,13.50,245.04,0.00,245.05,6.63,245.05,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.05,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.05,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.05,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.75,...,0.36,...,240.00,...,3.09,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.05,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.05,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,50.00,4.94,0.72,...,0.03,4.50,245.05,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.05,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.04,1.72,245.04
1966Q2,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.03,0.86,5.67,0.00,...,0.72,0.00,3.06,0.00,245.03,87.50,28.75,35.00,245.03,1.08,0.71,245.03,245.03,0.00,5.71,...,2.46,13.50,245.03,0.00,245.03,6.63,245.03,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.03,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.03,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.03,1.71,5.00,2.00,...,0.43,5.67,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.26,...,0.36,...,240.00,...,3.11,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.03,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.03,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.03,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.03,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.03,1.72,245.03
1966M04,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.04,0.86,4.76,0.00,...,0.72,0.00,3.06,0.00,245.04,87.50,28.75,35.00,245.04,1.08,0.71,245.04,245.04,0.00,5.71,...,2.46,13.50,245.03,0.00,245.04,6.63,245.04,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.04,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.04,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.04,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.42,...,0.36,...,240.00,...,3.10,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.04,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.04,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.04,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.04,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.03,1.72,245.03
1966M05,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.05,0.86,4.76,0.00,...,0.72,0.00,3.06,0.00,245.05,87.50,28.75,35.00,245.05,1.08,0.71,245.05,245.05,0.00,5.71,...,2.46,13.50,245.05,0.00,245.05,6.63,245.05,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.05,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.05,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.05,1.71,5.00,2.00,...,0.43,4.76,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.18,...,0.36,...,240.00,...,3.11,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.05,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.05,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.05,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.05,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.05,1.72,245.05
1966M06,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.01,0.86,7.50,0.00,...,0.72,0.00,3.06,0.00,245.01,87.50,28.75,35.00,245.01,1.08,0.71,245.01,245.01,0.00,5.71,...,2.46,13.50,245.01,0.00,245.01,6.63,245.01,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.01,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.01,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.01,1.71,5.00,2.00,...,0.43,7.50,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.18,...,0.36,...,240.00,...,3.12,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.01,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.01,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.01,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.01,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.01,1.72,245.01
1966Q3,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.41,0.86,7.50,0.00,...,0.72,0.00,3.06,0.00,245.41,87.50,28.75,35.00,245.41,1.08,0.71,245.41,245.41,0.00,5.71,...,2.46,13.50,245.41,0.00,245.41,6.63,245.41,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.41,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.41,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.41,1.71,5.00,2.00,...,0.43,7.50,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.18,...,0.36,...,240.00,...,3.16,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.41,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.41,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.41,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.41,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.41,1.72,245.41
1966M07,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.05,0.86,7.50,0.00,...,0.72,0.00,3.06,0.00,245.05,87.50,28.75,35.00,245.05,1.07,0.71,245.05,245.05,0.00,5.71,...,2.46,13.50,245.04,0.00,245.05,6.63,245.05,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.05,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.05,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.05,1.71,5.00,2.00,...,0.43,7.50,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.18,...,0.36,...,240.00,...,3.12,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.05,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.05,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.05,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.05,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.05,1.72,245.05
1966M08,38.69,...,4.94,0.00,1.72,1.71,0.00,...,...,0.89,26.00,...,1.00,0.48,...,1.71,...,50.00,50.00,1.43,245.14,0.86,7.50,0.00,...,0.72,0.00,3.06,0.00,245.14,87.50,28.75,35.00,245.14,1.08,0.71,245.14,245.14,0.00,5.71,...,2.46,13.50,245.13,0.00,245.14,6.63,245.14,...,1.00,...,...,0.36,...,...,6.91,214.39,1.71,1.00,...,18.00,0.43,2.50,245.14,2.50,...,0.71,2.50,...,6.91,0.79,3.20,4.94,89.77,89.77,245.14,1.79,...,4.00,0.00,0.36,30.00,6.91,1.71,4.94,1.00,0.36,4.94,24.69,245.14,1.71,5.00,2.00,...,0.43,7.50,...,75.75,0.36,0.36,0.36,0.00,625.00,0.71,360.00,0.36,0.36,...,7.14,0.89,271.18,...,0.36,...,240.00,...,3.15,0.71,1.00,0.36,...,50.00,49.37,0.71,3.06,4.76,245.14,0.36,4.94,4.94,4.76,0.01,1.00,...,...,...,1.72,5.06,0.03,4.76,0.72,0.89,7.62,3.62,1.89,0.72,0.00,245.14,0.71,...,7.14,0.36,4.76,...,1.00,0.89,126.00,0.00,3.90,0.00,28.75,4.76,4.94,0.00,...,100.00,4.94,0.72,...,0.03,4.50,245.14,...,4.76,0.71,3.06,...,...,...,0.89,7.14,0.71,...,60.00,4.76,1.71,1.71,1.71,0.00,0.00,5.17,4.37,3.82,40.00,...,7.14,20.80,1.00,245.14,0.89,1.71,0.52,0.00,...,0.90,0.07,...,4.76,0.36,1.00,0.00,...,89.77,0.00,...,...,0.36,...,0.00,0.71,0.00,245.13,1.72,245.13
