Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom?? and Pr??ncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
1973M04,38.69,...,4.05,0,1.93,1.93,0,...,...,0.71,20.69,...,1,0.39,7.75,1.93,...,40.15,40.15,1.61,227.64,1,7.64,0,...,0.7,0,2.49,0,227.64,78.75,25.41,231,227.64,1,0.81,227.64,227.64,0.03,5.15,5.09,2.01,23.25,227.63,0,227.64,6.65,227.64,...,0.83,...,...,0.35,...,...,6.22,177.72,1.93,1,1.84,25,0.39,2.5,227.64,2.07,...,0.7,2.07,...,6.22,0.8,3.88,4.55,82.78,82.78,227.64,1.61,...,2.84,0,0.4,30,6.22,1.93,4.55,1,0.4,4.55,20.46,227.64,2.07,5,2,49.74,0.96,7.64,415,68.17,"1,945.94",0.4,0.4,0,589,0.91,265.52,0.4,0.33,...,7.14,0.71,398.93,...,0.29,...,600,...,2.67,0.7,1,0.3,...,40.15,45.53,0.81,2.49,3.93,227.64,0.37,4.55,4.55,5.37,0.01,1,...,...,...,1.93,4.15,0.03,4.86,0.7,0.71,10.56,2.95,1.8,0.75,0,227.64,0.66,...,5.92,0.35,9.9,...,1,0.71,126,0,6.77,0,25.41,3.95,4.55,0,...,82.89,4.55,0.61,589,0.03,3.73,227.64,...,5.37,0.81,2.49,...,...,...,0.71,6.2,0.7,...,58.03,6.34,1.93,1.93,1.93,0,0,4.51,3.24,3.85,38,...,7.14,20.93,1,227.64,0.71,1.93,0.43,0,...,0.75,0.07,...,3.95,0.4,1,0,...,73.58,0,...,4.56,0.35,...,0,0,0,227.64,1.93,227.64
1973M05,38.69,...,3.98,0,1.9,1.9,0,...,...,0.71,20.36,...,1,0.39,7.6,1.9,...,39.44,39.44,1.58,224.14,1,7.49,0,...,0.7,0,2.49,0,224.14,78.75,25.05,230,224.14,1,0.79,224.14,224.14,0.03,5.14,4.87,1.98,23.36,224.14,0,224.14,6.65,224.14,...,0.83,...,...,0.34,...,...,6.17,177.72,1.9,1,1.84,25,0.39,2.5,224.14,2.07,...,0.7,2.07,...,6.17,0.78,3.87,4.48,81.51,81.51,224.14,1.58,...,2.79,0,0.4,30,6.17,1.9,4.48,1,0.4,4.48,20.46,224.14,2.04,5,2,49.74,0.91,7.49,415,68.17,"1,945.94",0.4,0.4,0,589.15,0.91,264.73,0.4,0.33,...,7.14,0.71,398.9,...,0.29,...,600,...,2.55,0.7,1,0.3,...,39.44,44.83,0.79,2.49,3.93,224.14,0.37,4.48,4.48,5.27,0.01,1,...,...,...,1.9,4.12,0.03,4.86,0.7,0.71,10.56,2.9,1.8,0.75,0,224.14,0.66,...,5.85,0.35,9.9,...,1,0.71,126,0,6.76,0,25.05,3.95,4.48,0,...,82.89,4.48,0.61,589.15,0.03,3.73,224.14,...,5.27,0.79,2.49,...,...,...,0.71,6.2,0.7,...,58.06,6.22,1.9,1.9,1.9,0,0,4.44,3.17,3.85,38,...,7.14,20.93,1,224.14,0.71,1.9,0.42,0,...,0.75,0.07,...,3.95,0.4,1,0,...,72.45,0,...,4.56,0.35,...,0,0,0,224.14,1.9,224.14
1973M06,38.69,...,3.78,0,1.86,1.86,0,...,...,0.71,19.07,...,1,0.39,7.47,1.86,...,37.47,37.47,1.55,212.55,1,7.36,0,...,0.67,0,2.36,0,212.55,78.75,23.54,230,212.55,1,0.78,212.55,212.55,0.03,5.05,4.58,1.92,23.47,212.54,0,212.55,6.65,212.55,...,0.83,...,...,0.34,...,...,5.85,177.72,1.86,1,1.84,25,0.39,2.5,212.55,2.07,...,0.67,2.07,...,5.85,0.77,3.73,4.26,77.29,77.29,212.55,1.55,...,2.58,0,0.39,30,5.85,1.86,4.25,1,0.39,4.25,20.46,212.55,2,5,2,49.74,0.9,7.36,415,68.17,"1,945.94",0.39,0.39,0,596.68,0.91,264.7,0.39,0.32,...,6.9,0.71,398.86,...,0.29,...,600,...,2.5,0.67,1,0.3,...,37.47,42.51,0.78,2.45,3.93,212.55,0.36,4.25,4.25,5.18,0.01,1,...,...,...,1.86,3.99,0.02,4.86,0.67,0.71,10.56,2.73,1.8,0.75,0,212.55,0.66,...,5.52,0.35,9.9,...,1,0.71,126,0,6.76,0,23.54,3.95,4.25,0,...,82.89,4.25,0.61,596.68,0.02,3.73,212.55,...,5.18,0.78,2.36,...,...,...,0.71,6.2,0.67,...,58.04,6.1,1.86,1.86,1.86,0,0,4.21,3.05,3.85,38,...,7.14,20.93,1,212.55,0.71,1.86,0.4,0,...,0.72,0.07,...,3.95,0.39,1,0,...,68.7,0,...,4.56,0.35,...,0,0,0,212.55,1.86,212.55
1973M07,38.69,...,3.6,0,1.89,1.89,0,...,...,0.71,17.17,...,1,0.39,7.57,1.89,...,35.47,35.47,1.57,202.73,1,7.46,0,...,0.67,0,2.3,0,202.73,78.75,22.32,230,202.73,1,0.79,202.73,202.73,0.04,5.03,4.49,1.88,23.6,202.73,0,202.73,6.65,202.73,...,0.83,...,...,0.33,...,...,5.54,177.72,1.89,1,1.84,25,0.39,2.5,202.73,2.07,...,0.67,2.07,...,5.54,0.78,3.63,4.06,73.72,73.72,202.73,1.57,...,2.33,0,0.39,30,5.54,1.89,4.05,1,0.39,4.05,20.46,202.73,2.02,5,2,47.52,0.87,7.46,415,68.17,"1,910.84",0.39,0.39,0,580.12,0.91,264.41,0.39,0.32,...,6.9,0.71,398.7,...,0.29,...,600,...,2.37,0.67,1,0.3,...,35.47,40.55,0.79,2.3,3.93,202.73,0.35,4.05,4.05,5.25,0.01,1,...,...,...,1.89,3.85,0.02,4.86,0.67,0.71,10.56,2.58,1.8,0.74,0,202.73,0.66,...,5.29,0.35,9.9,...,1,0.71,126,0,6.76,0,22.32,3.95,4.05,0,...,82.89,4.05,0.61,580.12,0.02,3.73,202.73,...,5.25,0.79,2.3,...,...,...,0.71,6.2,0.67,...,57.55,6.15,1.89,1.89,1.89,0,0,4.04,2.81,3.83,38,...,6.9,20.38,1,202.73,0.71,1.89,0.39,0,...,0.72,0.07,...,3.95,0.39,1,0,...,65.53,0,...,4.56,0.35,...,0,0,0,202.73,1.89,202.73
1973M08,38.69,...,3.77,0,1.94,1.94,0,...,...,0.71,17.87,...,1,0.39,7.76,1.94,...,36.96,36.96,1.61,212.25,1,7.66,0,...,0.67,0,2.31,0,212.25,78.75,23.24,250,212.25,1,0.81,212.25,212.25,0.04,5.11,4.7,1.92,23.76,212.24,0,212.25,6.65,212.25,...,0.83,...,...,0.34,...,...,5.71,177.72,1.94,1,1.84,25,0.39,2.5,212.25,2.07,...,0.67,2.07,...,5.71,0.8,3.67,4.25,77.18,77.18,212.25,1.61,...,2.42,0,0.4,30,5.71,1.94,4.24,1,0.4,4.24,20.46,212.25,2.08,5,2,46.75,0.87,7.66,415,68.17,"1,902.27",0.4,0.4,0,578.57,0.91,265.11,0.4,0.32,...,6.9,0.71,398.57,...,0.29,...,600,...,2.52,0.67,1,0.3,...,36.96,42.45,0.81,2.28,3.93,212.25,0.36,4.24,4.24,5.38,0.01,1,...,...,...,1.94,3.95,0.02,4.86,0.67,0.71,10.56,2.66,1.8,0.74,0,212.25,0.66,...,5.52,0.35,9.9,...,1,0.71,126,0,6.75,0,23.24,3.95,4.24,0,...,82.89,4.24,0.61,578.57,0.02,3.61,212.25,...,5.38,0.81,2.31,...,...,...,0.71,6.2,0.67,...,56.91,6.27,1.94,1.94,1.94,0,0,4.15,2.97,3.8,38,...,6.9,20.38,1,212.25,0.71,1.94,0.4,0,...,0.68,0.07,...,3.95,0.4,1,0,...,68.6,0,...,4.56,0.35,...,0,0,0,212.25,1.94,212.25
1973M09,38.69,...,3.79,0,1.98,1.98,0,...,...,0.68,17.96,...,1,0.39,7.94,1.98,...,36.94,36.94,1.65,213.02,1,7.83,0,...,0.67,0,2.34,0,213.02,78.75,23.42,250,213.02,1.01,0.83,213.02,213.02,0.05,5.12,4.67,1.92,23.97,213.01,0,213.02,6.65,213.02,...,0.83,...,...,0.35,...,...,5.72,177.72,1.98,1,1.84,25,0.39,2.5,213.02,2.07,...,0.67,2.07,...,5.72,0.78,3.71,4.26,77.46,77.46,213.02,1.65,...,2.42,0,0.41,30,5.72,1.98,4.26,1,0.41,4.26,20.46,213.02,2.13,5,2,46.75,0.85,7.83,415,68.17,"1,902.27",0.41,0.41,0,564.45,0.91,265.49,0.41,0.32,...,6.9,0.68,397.82,...,0.29,...,600,...,2.54,0.67,1,0.3,...,36.94,42.6,0.83,2.31,3.93,213.02,0.36,4.26,4.26,5.51,0.01,1,...,...,...,1.98,3.96,0.02,4.86,0.67,0.68,10.56,2.6,1.8,0.69,0,213.02,0.66,...,5.55,0.35,9.9,...,1,0.68,126,0,6.74,0,23.42,3.95,4.26,0,...,82.89,4.26,0.61,564.45,0.02,3.55,213.02,...,5.51,0.83,2.34,...,...,...,0.68,6.2,0.67,...,56.77,6.39,1.98,1.98,1.98,0,0,4.2,3.01,3.8,38,...,6.9,20.38,1,213.02,0.68,1.98,0.4,0,...,0.72,0.07,...,3.95,0.41,1,0,...,68.85,0,...,4.56,0.35,...,0,0,0,213.02,1.98,213.02
1973M10,38.69,...,3.75,0,1.98,1.98,0,...,...,0.67,17.88,...,1,0.39,7.92,1.98,...,36.59,36.59,1.65,210.71,1,7.81,0,...,0.67,0,2.33,0,210.71,78.75,23.26,275,210.71,1,0.82,210.71,210.71,0.05,5.08,4.65,1.91,24.18,210.7,0,210.71,6.65,210.71,...,0.83,...,...,0.34,...,...,5.65,177.72,1.98,1,1.84,25,0.39,2.5,210.71,2.07,...,0.67,2.07,...,5.65,0.77,3.7,4.22,76.62,76.62,210.71,1.65,...,2.41,0,0.41,28.84,5.65,1.98,4.21,1,0.41,4.21,20.46,210.71,2.12,5,2,46.75,0.84,7.81,415,67.64,"1,902.27",0.41,0.41,0,565.83,0.91,266.33,0.41,0.32,...,6.9,0.67,397.26,...,0.29,...,600,...,2.51,0.67,1,0.3,...,36.59,42.14,0.86,2.28,3.93,210.71,0.36,4.21,4.21,5.49,0.01,1,...,...,...,1.98,3.93,0.02,4.86,0.67,0.67,10.56,2.5,1.8,0.68,0,210.71,0.66,...,5.48,0.35,9.9,...,1,0.67,126,0,6.74,0,23.26,3.95,4.21,0,...,82.89,4.21,0.61,565.83,0.02,3.55,210.71,...,5.49,0.82,2.33,...,...,...,0.67,6.2,0.67,...,56.88,6.47,1.98,1.98,1.98,0,0,4.18,3.02,3.8,38,...,6.9,20.38,1,210.71,0.67,1.98,0.4,0,...,0.71,0.07,...,3.95,0.41,1,0,...,68.11,0,...,4.56,0.35,...,0,0,0,210.71,1.98,210.71
1973M11,38.69,...,3.93,0,2.01,2.01,0,...,...,0.67,19.01,...,1,0.39,8.05,2.01,...,38.72,38.72,1.67,220.87,1,7.94,0,...,0.67,0,2.44,0,220.87,78.75,24.36,275,220.87,1,0.84,220.87,220.87,0.26,5.08,4.98,1.97,24.37,220.87,0,220.87,6.65,220.87,...,0.83,...,...,0.35,...,...,5.96,177.72,2.01,1,1.84,25,0.39,2.5,220.87,2.07,...,0.67,2.07,...,5.96,0.79,3.74,4.41,80.32,80.32,220.87,1.67,...,2.58,0,0.42,28.07,5.96,2.01,4.42,1,0.42,4.42,20.46,220.87,2.15,5,2,46.75,0.84,7.94,415,67.64,"1,902.27",0.42,0.42,0,591.84,0.91,277.81,0.42,0.33,...,6.9,0.67,397.04,...,0.29,...,600,...,2.55,0.67,1,0.3,...,38.72,44.17,0.83,2.39,3.93,220.87,0.37,4.42,4.42,5.58,0.01,1,...,...,...,2.01,4.08,0.02,4.86,0.67,0.67,10.56,2.68,1.8,0.69,0,220.87,0.66,...,5.62,0.35,9.9,...,1,0.67,126,0,6.74,0,24.36,3.95,4.42,0,...,82.89,4.42,0.61,591.84,0.02,3.55,220.87,...,5.58,0.84,2.44,...,...,...,0.67,6.2,0.67,...,57.2,6.55,2.01,2.01,2.01,0,0,4.34,3.16,3.8,38,...,6.9,20.38,1,220.87,0.67,2.01,0.41,0,...,0.71,0.07,...,3.95,0.42,1,0,...,71.39,0,...,4.56,0.35,...,0,0,0,220.87,2.01,220.87
1973M12,38.69,...,4.08,0,2.07,2.07,0,...,...,0.67,19.53,...,1,0.39,8.29,2.07,...,40.42,40.42,1.72,229.48,1,8.18,0,...,0.67,0,2.45,0,229.48,78.75,25.4,275,229.48,1,0.86,229.48,229.48,0.23,5.08,5.15,2.01,24.65,229.47,0,229.48,6.65,229.48,...,0.83,...,...,0.36,...,...,6.21,177.72,2.07,1,1.84,25,0.39,2.5,229.48,2.07,...,0.67,2.07,...,6.21,0.81,3.84,4.6,83.45,83.45,229.48,1.72,...,2.65,0,0.43,28.59,6.21,2.07,4.59,1,0.43,4.59,20.46,229.48,2.22,5,2,46.75,0.84,8.18,415,67.64,"1,902.27",0.43,0.43,0,606.91,0.91,280,0.43,0.33,...,6.9,0.67,397.16,...,0.3,...,600,...,2.52,0.67,1,0.3,...,40.42,45.9,0.84,2.39,3.93,229.48,0.38,4.59,4.59,5.75,0.01,1,...,...,...,2.07,4.19,0.03,4.86,0.67,0.67,10.56,2.81,1.8,0.7,0,229.48,0.66,...,5.66,0.35,9.9,...,1,0.67,126,0,6.74,0,25.4,3.95,4.59,0,...,82.89,4.59,0.61,606.91,0.03,3.55,229.48,...,5.75,0.86,2.45,...,...,...,0.67,6.29,0.67,...,56.89,6.69,2.07,2.07,2.07,0,0,4.53,3.2,3.8,38,...,6.9,20.38,1,229.48,0.67,2.07,0.44,0,...,0.75,0.07,...,3.95,0.43,1,0,...,74.17,0,...,4.56,0.35,...,0,0,0,229.48,2.07,229.48
1974M01,38.69,...,4.35,0,2.16,2.16,0,...,...,0.67,20.68,...,1,0.39,8.65,2.16,...,42.82,42.82,1.8,252.71,1,8.53,0,...,0.67,0,2.51,0,252.71,78.75,26.93,375,252.71,0.99,0.9,252.71,252.71,0.3,5.1,5.33,2.04,24.95,252.7,0,252.71,6.65,252.71,...,0.83,...,...,0.37,...,...,6.66,177.72,2.16,1,...,25,0.39,2.5,252.71,2.07,...,0.67,2.07,...,6.66,0.85,3.98,5.02,91.89,91.89,252.71,1.8,...,2.81,0,0.45,30,6.66,2.16,5.05,1,0.45,5.05,20.46,252.71,2.31,5,2,46.75,0.87,8.53,415,67.64,"1,902.27",0.45,0.45,0,646.51,0.91,298.64,0.45,0.33,...,7.14,0.67,397.78,...,0.3,...,600,...,2.49,0.67,1,0.3,...,42.82,50.54,0.86,2.5,3.93,252.71,0.41,5.05,4.68,6,0.01,1,...,...,...,2.16,4.54,0.03,4.86,0.67,0.67,10.56,2.94,1.8,0.72,0,252.71,0.66,...,5.98,0.35,9.9,...,1,0.67,126,0,6.73,0,26.92,3.95,5.05,0,...,82.89,5.05,0.61,646.51,0.03,3.55,252.71,...,6,0.9,2.51,...,...,...,0.67,6.29,0.67,...,58.05,6.83,2.16,2.16,2.16,0,0,4.8,3.37,3.87,38,...,7.05,20.38,1,252.71,0.67,2.16,0.47,0,...,0.75,0.07,...,3.95,0.45,1,0,...,81.68,0,...,4.56,0.35,...,0,0,0,252.71,2.16,252.71
1974M02,38.69,...,4.27,0,2.11,2.11,0,...,...,0.67,19.96,...,1,0.39,8.45,2.11,...,41,41,1.76,247.77,1,8.34,0,...,0.67,0,2.48,0,247.77,78.75,26.14,375,247.77,0.98,0.83,247.77,247.77,0.33,5.07,5.08,2.02,25.22,247.77,0,247.77,6.65,247.77,...,0.83,...,...,0.37,...,...,6.43,177.72,2.11,1,...,25,0.39,2.5,247.77,2.07,...,0.67,2.07,...,6.43,0.82,3.92,4.95,90.1,90.1,247.77,1.76,...,2.71,0,0.44,30,6.43,2.11,4.96,1,0.44,4.96,20.46,247.77,2.29,5,2,46.75,0.86,8.34,415,67.64,"1,902.27",0.44,0.44,0,653.52,0.91,291.24,0.44,0.33,...,7.14,0.67,398.28,...,0.3,...,600,...,2.41,0.67,1,0.3,...,41,49.55,0.85,2.47,3.93,247.77,0.4,4.96,4.63,5.86,0.01,1,...,...,...,2.11,4.48,0.03,4.86,0.67,0.67,10.56,2.83,1.8,0.71,0,247.77,0.66,...,5.79,0.35,9.9,...,1,0.67,126,0,6.72,0,26.14,3.95,4.96,0,...,92.84,4.96,0.61,653.52,0.03,3.55,247.77,...,5.86,0.88,2.48,...,...,...,0.67,6.29,0.67,...,59.05,6.86,2.11,2.11,2.11,0,0,4.68,3.17,3.88,38,...,7.14,20.38,1,247.77,0.67,2.11,0.46,0,...,0.79,0.07,...,3.97,0.44,1,0,...,80.09,0,...,4.56,0.35,...,0,0,0,247.77,2.11,247.77
1974M03,38.69,...,4.21,0,2.05,2.05,0,...,...,0.67,19.36,...,1,0.39,8.22,2.05,...,39.95,39.95,1.71,241.17,1,8.11,0,...,0.67,0,2.46,0,241.17,78.75,25.29,375,241.17,0.97,0.83,241.17,241.17,0.37,5.06,4.91,1.99,25.42,241.17,0,241.17,6.65,241.17,...,0.83,...,...,0.36,...,...,6.24,177.72,2.05,1,...,25,0.39,2.5,241.17,2.07,...,0.67,2.07,...,6.24,0.8,3.83,4.82,87.7,87.7,241.17,1.71,...,2.62,0,0.43,30,6.24,2.05,4.82,1,0.43,4.82,20.46,241.17,2.23,5,2,46.75,0.87,8.11,415,67.64,"1,902.27",0.43,0.43,0,636.71,0.91,282.58,0.43,0.32,...,7.14,0.67,398.65,...,0.3,...,600,...,2.39,0.67,1,0.3,...,39.95,48.23,0.84,2.43,3.93,241.17,0.39,4.82,4.58,5.7,0.01,1,...,...,...,2.05,4.4,0.03,4.86,0.67,0.67,10.56,2.75,1.8,0.7,0,241.17,0.66,...,5.66,0.35,9.9,...,1,0.67,126,0,6.72,0,25.29,3.95,4.82,0,...,92.84,4.82,0.61,636.71,0.03,3.55,241.17,...,5.7,0.86,2.46,...,...,...,0.67,6.29,0.67,...,59.07,6.69,2.05,2.05,2.05,0,0,4.57,3.08,3.74,38,...,7.14,20.38,1,241.17,0.67,2.05,0.44,0,...,0.77,0.07,...,3.95,0.43,1,0,...,77.95,0,...,4.56,0.35,...,0,0,0,241.17,2.05,241.17
1974M04,38.69,...,4.18,0,2.01,2.01,0,...,...,0.67,18.71,...,1,0.39,8.05,2.01,...,38.87,38.87,1.68,243.21,1,7.94,0,...,0.67,0,2.42,0,243.21,78.75,25.05,375,243.21,0.97,0.83,243.21,243.21,0.42,5.07,4.92,1.96,25.5,243.21,0,243.21,6.65,243.21,...,0.83,...,...,0.36,...,...,6.07,177.72,2.01,1,...,25,0.39,2.5,243.21,2.07,...,0.67,2.07,...,6.07,0.8,3.75,4.87,88.44,88.44,243.21,1.68,...,2.52,0,0.42,30,6.07,2.01,4.86,1,0.42,4.86,20.46,243.21,2.18,5,2,46.75,0.88,7.94,415,67.64,"1,902.27",0.42,0.42,0,635.05,0.91,277.78,0.42,0.32,...,7.14,0.67,398.96,...,0.29,...,600,...,2.29,0.67,1,0.3,...,38.87,48.64,0.83,2.38,3.93,243.21,0.38,4.86,4.5,5.58,0.01,1,...,...,...,2.01,4.38,0.03,4.86,0.67,0.67,10.56,2.68,1.8,0.69,0,243.21,0.66,...,5.5,0.35,9.9,...,1,0.67,126,0,6.72,0,25.05,3.95,4.86,0,...,92.84,4.86,0.61,635.05,0.03,3.55,243.21,...,5.58,0.84,2.42,...,...,...,0.67,6.29,0.67,...,58.45,6.52,2.01,2.01,2.01,0,0,4.4,3.02,3.7,38,...,7.14,20.38,1,243.21,0.67,2.01,0.43,0,...,0.76,0.07,...,3.96,0.42,1,0,...,78.61,0,...,4.56,0.35,...,0,0,0,243.21,2.01,243.21
1974M05,38.69,...,4.14,0,1.99,1.99,0,...,...,0.67,17.93,...,1,0.39,7.97,1.99,...,37.66,37.66,1.66,243.82,1,7.86,0,...,0.67,0,2.41,0,243.82,78.75,24.46,375,243.82,0.96,0.83,243.82,243.82,0.49,5.06,4.95,1.9,25.54,243.81,0,243.82,8.57,243.82,...,0.83,...,...,0.36,...,...,5.88,177.72,1.99,1,...,25,0.39,2.5,243.82,2.07,...,0.67,2.07,...,5.88,0.8,3.69,4.87,88.66,88.66,243.82,1.66,...,2.46,0,0.41,30,5.88,1.99,4.88,1,0.41,4.88,20.46,243.82,2.16,5,2,46.75,0.91,7.86,415,67.64,"1,902.27",0.41,0.41,0,631.46,0.91,278.93,0.41,0.32,...,7.14,0.67,399,...,0.29,...,600,...,2.32,0.67,1,0.3,...,37.66,48.76,0.83,2.37,3.93,243.82,0.38,4.88,4.5,5.52,0.01,1,...,...,...,1.99,4.34,0.02,4.86,0.67,0.67,10.56,2.6,1.8,0.68,0,243.82,0.62,...,5.33,0.35,9.9,...,1,0.67,126,0,6.72,0,24.46,3.95,4.88,0,...,92.84,4.88,0.61,631.46,0.02,3.55,243.82,...,5.52,0.83,2.41,...,...,...,0.67,6.29,0.67,...,57.42,6.47,1.99,1.99,1.99,0,0,4.27,2.91,3.7,38,...,7.14,20.38,1,243.82,0.67,1.99,0.42,0,...,0.75,0.07,...,3.97,0.41,1,0,...,78.81,0,...,4.56,0.35,...,0,0,0,243.82,1.99,243.82
1974M06,38.69,...,4.18,0,2.01,2.01,0,...,...,0.67,18.14,...,1,0.39,8.05,2.01,...,37.95,37.95,1.67,245.13,1,7.94,0,...,0.67,0,2.44,0,245.13,78.75,24.97,418,245.13,0.97,0.83,245.13,245.13,0.51,5.05,5,1.94,25.58,245.13,0,245.13,8.57,245.13,...,0.83,...,...,0.36,...,...,5.97,177.72,2.01,1,...,25,0.39,2.5,245.13,2.07,...,0.67,2.07,...,5.97,0.8,3.67,4.9,89.14,89.14,245.13,1.67,...,2.53,0,0.42,30,5.97,2.01,4.9,1,0.42,4.9,20.46,245.13,2.18,5,2,46.75,0.94,7.94,415,67.64,"1,902.27",0.42,0.42,0,649.33,0.91,283.05,0.42,0.32,...,7.14,0.67,399,...,0.29,...,600,...,2.31,0.67,1,0.3,...,37.95,49.03,0.83,2.4,3.93,245.13,0.38,4.9,4.54,5.58,0.01,1,...,...,...,2.01,4.38,0.02,4.86,0.67,0.67,10.56,2.65,1.8,0.69,0,245.13,0.62,...,5.44,0.35,9.9,...,1,0.67,126,0,6.72,0,24.97,3.95,4.9,0,...,92.84,4.9,0.61,649.33,0.02,3.55,245.13,...,5.58,0.84,2.44,...,...,...,0.67,6.29,0.67,...,57.27,6.5,2.01,2.01,2.01,0,0,4.37,2.99,3.7,38,...,7.14,20.38,1,245.13,0.67,2.01,0.43,0,...,0.75,0.07,...,3.94,0.42,1,0,...,79.23,0,...,4.56,0.35,...,0,0,0,245.13,2.01,245.13
1974M07,38.69,...,4.14,0,2.01,2.01,0,...,...,0.68,18.18,...,1,0.39,8.05,2.01,...,37.93,37.93,1.68,238.45,1,7.94,0,...,0.67,0,2.46,0,238.45,78.75,25.09,418,238.45,0.98,0.83,238.45,238.45,0.63,5.07,5.03,1.95,25.64,238.44,0,238.45,8.57,238.45,...,0.81,...,...,0.36,...,...,5.93,177.72,2.01,1,...,25,0.39,2.5,238.45,2.07,...,0.67,2.07,...,5.93,0.8,3.69,4.77,86.71,86.71,238.45,1.68,...,2.55,0,0.42,30,5.93,2.01,4.77,1,0.42,4.77,20.65,238.45,2.18,5,2,46.75,0.96,7.94,415,67.64,"1,902.27",0.42,0.42,0,643.82,0.91,290.91,0.42,0.32,...,7.14,0.68,399,...,0.29,...,600,...,2.27,0.67,46.44,0.3,...,37.93,47.69,0.83,2.41,3.93,238.45,0.38,4.77,4.51,5.58,0.01,1,...,...,...,2.01,4.33,0.03,4.86,0.67,0.68,10.56,2.63,1.8,0.69,0,238.45,0.62,...,5.41,0.35,9.9,...,1,0.68,126,0,6.73,0,25.09,3.95,4.77,0,...,92.77,4.77,0.61,643.82,0.03,3.55,238.45,...,5.58,0.84,2.46,...,...,...,0.67,6.29,0.67,...,57.04,6.53,2.01,2.01,2.01,0,0,4.38,2.96,3.7,38,...,7.14,20.38,1,238.45,0.67,2.01,0.44,0,...,0.75,0.07,...,3.95,0.42,1,0,...,77.07,0,...,4.56,0.35,...,0,0,0,238.45,2.01,238.45
